Airline,Type of Traveller,Month Flown,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating
Turkish Airlines,Business,April 2018,4,4,5,2,2,1.4444444444444444
Turkish Airlines,Family Leisure,April 2018,4,4,3,5,1,1.0
Turkish Airlines,Couple Leisure,April 2018,4,4,1,4,4,5.0
Turkish Airlines,Business,April 2018,3,5,4,4,4,3.666666666666666
Turkish Airlines,Family Leisure,April 2018,5,4,5,1,1,1.0
Turkish Airlines,Solo Leisure,April 2018,4,2,5,4,1,1.0
Turkish Airlines,Business,April 2018,4,5,5,3,4,3.2222222222222223
Turkish Airlines,Solo Leisure,April 2018,5,3,5,3,1,1.0
Turkish Airlines,Solo Leisure,April 2018,3,4,2,5,1,1.0
Turkish Airlines,Couple Leisure,May 2017,2,1,4,1,2,1.8888888888888888
Turkish Airlines,Solo Leisure,March 2018,4,4,2,5,1,1.0
Turkish Airlines,Solo Leisure,March 2018,1,3,3,5,1,1.0
Turkish Airlines,Family Leisure,March 2018,3,4,3,5,3,1.4444444444444444
Turkish Airlines,Business,March 2018,2,3,5,3,2,1.8888888888888888
Turkish Airlines,Family Leisure,March 2018,1,5,5,5,5,4.555555555555555
Turkish Airlines,Solo Leisure,January 2018,5,5,1,3,2,1.4444444444444444
Turkish Airlines,Business,March 2018,3,5,5,5,5,4.555555555555555
Turkish Airlines,Couple Leisure,February 2018,3,5,5,4,3,4.111111111111111
Turkish Airlines,Solo Leisure,February 2018,4,4,5,3,1,2.7777777777777777
Turkish Airlines,Business,March 2018,1,4,4,4,1,1.0
Turkish Airlines,Solo Leisure,February 2018,5,3,5,5,5,4.111111111111111
Turkish Airlines,Solo Leisure,February 2018,5,2,3,5,5,4.555555555555555
Turkish Airlines,Solo Leisure,February 2018,3,4,4,3,1,1.0
Turkish Airlines,Solo Leisure,March 2018,5,3,4,5,2,1.0
Turkish Airlines,Business,March 2018,4,4,5,5,1,1.0
Turkish Airlines,Solo Leisure,September 2017,2,5,3,1,4,3.666666666666666
Turkish Airlines,Family Leisure,January 2018,5,1,4,2,1,1.4444444444444444
Turkish Airlines,Solo Leisure,February 2018,3,3,4,2,2,1.8888888888888888
Turkish Airlines,Solo Leisure,February 2018,2,5,3,1,3,4.555555555555555
Turkish Airlines,Solo Leisure,February 2018,3,1,2,2,4,4.111111111111111
Turkish Airlines,Family Leisure,February 2018,3,4,5,5,3,1.8888888888888888
Turkish Airlines,Family Leisure,February 2018,2,4,5,5,5,4.555555555555555
Turkish Airlines,Couple Leisure,January 2018,3,3,5,3,5,5.0
Turkish Airlines,Business,February 2018,5,5,5,1,1,1.0
Turkish Airlines,Solo Leisure,February 2018,3,1,1,4,5,4.111111111111111
Turkish Airlines,Couple Leisure,February 2018,3,5,4,3,1,1.0
Turkish Airlines,Business,February 2018,5,5,5,4,5,5.0
Turkish Airlines,Business,February 2018,4,5,4,2,1,1.0
Turkish Airlines,Business,February 2018,5,5,4,3,1,1.0
Turkish Airlines,Business,January 2018,3,5,4,3,1,1.0
Turkish Airlines,Couple Leisure,February 2018,2,4,2,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,January 2018,4,4,5,3,4,3.666666666666666
Turkish Airlines,Couple Leisure,January 2018,5,4,3,3,5,4.555555555555555
Turkish Airlines,Couple Leisure,December 2017,3,3,5,4,3,2.7777777777777777
Turkish Airlines,Solo Leisure,January 2018,1,4,2,4,4,4.111111111111111
Turkish Airlines,Couple Leisure,January 2018,1,3,5,3,3,2.333333333333333
Turkish Airlines,Solo Leisure,January 2018,2,5,3,3,1,1.0
Turkish Airlines,Solo Leisure,January 2018,4,4,5,4,5,1.4444444444444444
Turkish Airlines,Solo Leisure,January 2018,5,5,3,5,3,1.4444444444444444
Turkish Airlines,Solo Leisure,November 2017,5,3,1,5,5,5.0
Turkish Airlines,Business,January 2018,3,5,4,2,5,4.555555555555555
Turkish Airlines,Couple Leisure,January 2018,3,1,3,4,1,1.0
Turkish Airlines,Business,January 2018,3,3,4,4,1,1.0
Turkish Airlines,Couple Leisure,January 2018,3,5,2,4,5,5.0
Turkish Airlines,Solo Leisure,January 2018,4,5,4,4,5,5.0
Turkish Airlines,Solo Leisure,January 2018,4,5,5,5,5,5.0
Turkish Airlines,Family Leisure,December 2017,5,4,4,5,5,3.666666666666666
Turkish Airlines,Solo Leisure,January 2018,5,4,4,3,3,4.555555555555555
Turkish Airlines,Family Leisure,December 2017,4,4,3,3,5,5.0
Turkish Airlines,Business,December 2017,5,3,5,4,3,2.333333333333333
Turkish Airlines,Solo Leisure,December 2017,2,5,4,4,2,2.333333333333333
Turkish Airlines,Business,December 2017,3,5,5,4,3,3.2222222222222223
Turkish Airlines,Family Leisure,December 2017,3,1,5,1,1,1.8888888888888888
Turkish Airlines,Family Leisure,December 2017,3,4,5,5,2,1.8888888888888888
Turkish Airlines,Couple Leisure,December 2017,2,5,3,1,2,1.4444444444444444
Turkish Airlines,Solo Leisure,December 2017,4,5,5,2,1,1.0
Turkish Airlines,Couple Leisure,September 2017,3,5,5,1,1,1.0
Turkish Airlines,Solo Leisure,December 2017,4,2,4,5,1,1.0
Turkish Airlines,Family Leisure,August 2017,4,3,3,4,1,1.0
Turkish Airlines,Family Leisure,December 2017,4,4,1,2,1,1.0
Turkish Airlines,Business,December 2017,2,5,3,5,2,1.4444444444444444
Turkish Airlines,Business,November 2017,5,4,3,5,5,4.555555555555555
Turkish Airlines,Business,November 2017,4,5,5,1,4,4.555555555555555
Turkish Airlines,Couple Leisure,December 2017,5,3,2,3,5,4.555555555555555
Turkish Airlines,Business,December 2017,4,2,5,3,1,1.8888888888888888
Turkish Airlines,Couple Leisure,January 2017,5,5,2,3,3,1.0
Turkish Airlines,Couple Leisure,December 2017,3,5,4,5,4,4.111111111111111
Turkish Airlines,Business,November 2017,4,2,5,4,1,1.0
Turkish Airlines,Business,December 2017,3,4,5,2,2,1.0
Turkish Airlines,Couple Leisure,October 2017,2,1,5,2,1,1.0
Turkish Airlines,Solo Leisure,August 2017,1,1,5,5,3,1.8888888888888888
Turkish Airlines,Family Leisure,November 2017,5,1,5,4,1,1.4444444444444444
Turkish Airlines,Couple Leisure,November 2017,4,4,4,5,3,3.666666666666666
Turkish Airlines,Business,December 2017,1,5,1,2,2,1.8888888888888888
Turkish Airlines,Solo Leisure,November 2017,2,5,2,5,4,3.666666666666666
Turkish Airlines,Family Leisure,August 2017,5,5,3,2,1,1.0
Turkish Airlines,Couple Leisure,November 2017,5,5,2,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,November 2017,4,4,5,1,5,5.0
Turkish Airlines,Business,November 2017,2,4,5,2,3,3.2222222222222223
Turkish Airlines,Family Leisure,November 2017,2,5,5,5,1,1.0
Turkish Airlines,Solo Leisure,November 2017,3,5,2,4,2,1.0
Turkish Airlines,Solo Leisure,November 2017,4,3,5,4,5,4.555555555555555
Turkish Airlines,Family Leisure,November 2017,5,5,2,3,1,1.4444444444444444
Turkish Airlines,Business,October 2017,4,2,2,5,5,4.555555555555555
Turkish Airlines,Solo Leisure,November 2017,4,1,2,1,5,4.111111111111111
Turkish Airlines,Solo Leisure,November 2017,3,5,5,1,5,4.555555555555555
Turkish Airlines,Family Leisure,October 2017,3,5,2,4,4,4.111111111111111
Turkish Airlines,Business,October 2017,5,5,5,5,3,3.666666666666666
Turkish Airlines,Family Leisure,September 2017,4,5,5,2,5,5.0
Turkish Airlines,Couple Leisure,October 2017,2,4,2,2,5,4.111111111111111
Turkish Airlines,Family Leisure,July 2017,2,3,5,2,5,5.0
Turkish Airlines,Couple Leisure,November 2017,4,2,5,1,4,3.2222222222222223
Turkish Airlines,Family Leisure,October 2017,4,4,4,3,1,1.4444444444444444
Turkish Airlines,Couple Leisure,November 2017,3,3,5,3,1,1.4444444444444444
Turkish Airlines,Couple Leisure,October 2017,4,4,5,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,October 2017,5,5,3,2,1,1.0
Turkish Airlines,Couple Leisure,October 2017,2,4,4,3,1,1.0
Turkish Airlines,Couple Leisure,October 2017,1,4,5,2,2,2.333333333333333
Turkish Airlines,Business,November 2016,4,5,5,5,3,4.111111111111111
Turkish Airlines,Business,November 2016,3,4,3,5,3,4.111111111111111
Turkish Airlines,Solo Leisure,August 2017,4,2,4,4,4,4.555555555555555
Turkish Airlines,Couple Leisure,September 2017,4,5,2,2,1,1.0
Turkish Airlines,Business,September 2017,2,5,5,1,3,3.666666666666666
Turkish Airlines,Business,October 2017,2,5,5,2,5,4.555555555555555
Turkish Airlines,Family Leisure,July 2017,4,1,4,1,1,1.0
Turkish Airlines,Family Leisure,September 2017,3,2,2,1,1,1.0
Turkish Airlines,Business,September 2017,1,4,4,3,5,5.0
Turkish Airlines,Business,September 2017,5,2,4,1,2,3.2222222222222223
Turkish Airlines,Solo Leisure,September 2017,4,5,3,2,3,3.2222222222222223
Turkish Airlines,Solo Leisure,September 2017,4,4,5,1,3,3.2222222222222223
Turkish Airlines,Business,September 2017,5,1,5,4,4,4.111111111111111
Turkish Airlines,Solo Leisure,August 2017,2,2,1,1,1,1.0
Turkish Airlines,Family Leisure,August 2017,4,1,4,3,3,1.8888888888888888
Turkish Airlines,Solo Leisure,June 2017,5,2,3,2,5,5.0
Turkish Airlines,Family Leisure,July 2017,5,4,5,4,4,4.111111111111111
Turkish Airlines,Solo Leisure,July 2017,4,4,4,1,1,1.4444444444444444
Turkish Airlines,Solo Leisure,August 2017,3,5,3,1,1,1.8888888888888888
Turkish Airlines,Solo Leisure,August 2017,1,5,5,4,4,4.111111111111111
Turkish Airlines,Couple Leisure,August 2017,5,1,5,5,2,1.0
Turkish Airlines,Business,July 2017,3,4,3,5,1,1.0
Turkish Airlines,Business,July 2017,5,3,5,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,July 2017,1,3,3,5,4,4.111111111111111
Turkish Airlines,Family Leisure,July 2017,3,5,3,3,5,4.555555555555555
Turkish Airlines,Business,May 2017,1,2,4,3,1,1.0
Turkish Airlines,Couple Leisure,July 2017,1,5,2,4,5,4.111111111111111
Turkish Airlines,Couple Leisure,June 2017,4,3,5,1,4,3.2222222222222223
Turkish Airlines,Solo Leisure,July 2017,4,4,5,5,1,1.0
Turkish Airlines,Solo Leisure,May 2017,1,5,2,4,3,3.2222222222222223
Turkish Airlines,Business,June 2017,4,5,3,3,4,4.111111111111111
Turkish Airlines,Couple Leisure,June 2017,5,2,2,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,May 2017,4,1,5,1,3,3.666666666666666
Turkish Airlines,Solo Leisure,June 2017,5,1,3,1,3,3.2222222222222223
Turkish Airlines,Business,June 2017,3,2,5,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,June 2017,2,4,5,4,5,5.0
Turkish Airlines,Business,June 2017,1,5,4,3,4,3.666666666666666
Turkish Airlines,Business,June 2017,2,2,5,4,1,1.0
Turkish Airlines,Solo Leisure,May 2017,4,2,3,2,5,5.0
Turkish Airlines,Solo Leisure,May 2017,5,1,4,1,5,3.666666666666666
Turkish Airlines,Solo Leisure,May 2017,3,4,3,1,4,3.666666666666666
Turkish Airlines,Solo Leisure,May 2017,4,4,5,3,3,1.0
Turkish Airlines,Family Leisure,May 2017,3,5,1,3,4,4.555555555555555
Turkish Airlines,Solo Leisure,May 2017,5,4,5,3,5,4.111111111111111
Turkish Airlines,Family Leisure,April 2017,2,3,3,5,5,5.0
Turkish Airlines,Couple Leisure,May 2017,2,5,1,5,4,2.7777777777777777
Turkish Airlines,Business,April 2017,1,4,5,3,5,4.111111111111111
Turkish Airlines,Business,April 2017,3,5,4,4,5,4.111111111111111
Turkish Airlines,Couple Leisure,April 2017,5,3,4,3,5,5.0
Turkish Airlines,Couple Leisure,April 2017,5,5,4,3,4,4.111111111111111
Turkish Airlines,Solo Leisure,April 2017,1,5,4,2,3,3.2222222222222223
Turkish Airlines,Family Leisure,April 2017,5,5,5,2,1,1.0
Turkish Airlines,Solo Leisure,March 2017,5,1,5,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,March 2017,4,5,3,2,5,4.111111111111111
Turkish Airlines,Family Leisure,March 2017,4,5,3,3,5,4.555555555555555
Turkish Airlines,Business,March 2017,4,4,3,5,5,4.555555555555555
Turkish Airlines,Solo Leisure,August 2016,4,1,1,3,3,3.2222222222222223
Turkish Airlines,Couple Leisure,March 2017,3,4,3,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,March 2017,1,5,1,2,5,5.0
Turkish Airlines,Business,January 2017,4,4,1,2,3,2.333333333333333
Turkish Airlines,Couple Leisure,February 2017,5,5,3,1,3,3.666666666666666
Turkish Airlines,Business,March 2017,1,4,5,3,1,1.0
Turkish Airlines,Couple Leisure,February 2017,4,5,1,1,2,1.4444444444444444
Turkish Airlines,Solo Leisure,February 2017,5,4,5,3,2,1.4444444444444444
Turkish Airlines,Couple Leisure,February 2017,4,5,4,5,2,1.0
Turkish Airlines,Business,February 2017,5,5,2,3,5,5.0
Turkish Airlines,Family Leisure,February 2017,5,5,2,4,1,1.0
Turkish Airlines,Family Leisure,January 2017,5,5,3,5,5,5.0
Turkish Airlines,Solo Leisure,January 2017,3,1,1,1,2,1.8888888888888888
Turkish Airlines,Business,December 2016,3,2,2,4,1,1.0
Turkish Airlines,Solo Leisure,October 2016,2,4,5,1,5,4.555555555555555
Turkish Airlines,Solo Leisure,January 2017,4,5,2,5,5,4.111111111111111
Turkish Airlines,Solo Leisure,January 2017,3,4,2,1,1,1.0
Turkish Airlines,Couple Leisure,January 2017,3,3,3,3,1,1.0
Turkish Airlines,Couple Leisure,December 2016,4,2,1,1,5,3.2222222222222223
Turkish Airlines,Solo Leisure,December 2016,3,4,1,4,5,4.555555555555555
Turkish Airlines,Couple Leisure,December 2016,5,5,1,5,5,4.111111111111111
Turkish Airlines,Solo Leisure,December 2016,5,4,4,4,4,4.111111111111111
Turkish Airlines,Business,December 2016,1,3,3,2,4,4.555555555555555
Turkish Airlines,Couple Leisure,December 2016,3,2,1,5,4,3.666666666666666
Turkish Airlines,Couple Leisure,December 2016,1,3,5,3,4,4.111111111111111
Turkish Airlines,Business,December 2016,3,4,2,3,2,2.333333333333333
Turkish Airlines,Solo Leisure,September 2016,5,3,1,1,1,1.0
Turkish Airlines,Solo Leisure,May 2016,4,5,3,3,5,5.0
Turkish Airlines,Business,November 2016,3,5,2,1,5,4.555555555555555
Turkish Airlines,Family Leisure,October 2016,1,4,4,1,5,4.111111111111111
Turkish Airlines,Business,November 2016,4,4,1,4,5,4.111111111111111
Turkish Airlines,Family Leisure,November 2016,4,4,4,4,2,1.4444444444444444
Turkish Airlines,Business,November 2016,4,1,3,4,1,1.0
Turkish Airlines,Business,November 2016,3,4,1,5,2,1.8888888888888888
Turkish Airlines,Business,November 2016,4,5,3,5,5,5.0
Turkish Airlines,Family Leisure,May 2016,4,1,5,3,5,4.111111111111111
Turkish Airlines,Business,October 2016,4,1,5,1,1,1.8888888888888888
Turkish Airlines,Business,November 2016,4,5,3,3,2,1.4444444444444444
Turkish Airlines,Couple Leisure,November 2016,4,5,5,2,5,4.111111111111111
Turkish Airlines,Solo Leisure,October 2016,4,5,3,3,4,3.666666666666666
Turkish Airlines,Solo Leisure,October 2016,4,2,1,1,3,1.8888888888888888
Turkish Airlines,Couple Leisure,March 2016,4,5,5,5,4,4.555555555555555
Turkish Airlines,Couple Leisure,October 2016,3,5,4,3,5,5.0
Turkish Airlines,Couple Leisure,September 2016,4,2,5,1,5,4.111111111111111
Turkish Airlines,Business,September 2016,4,1,3,3,5,4.555555555555555
Turkish Airlines,Business,July 2016,3,4,5,3,1,1.0
Turkish Airlines,Solo Leisure,August 2016,3,4,5,4,3,1.8888888888888888
Turkish Airlines,Solo Leisure,June 2016,4,1,2,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,August 2016,4,4,3,4,5,4.555555555555555
Turkish Airlines,Business,August 2016,5,5,5,4,3,3.2222222222222223
Turkish Airlines,Couple Leisure,August 2016,5,4,4,4,2,1.0
Turkish Airlines,Couple Leisure,August 2016,5,5,3,2,1,1.0
Turkish Airlines,Family Leisure,August 2016,2,4,5,4,4,2.333333333333333
Turkish Airlines,Solo Leisure,March 2016,3,3,3,5,5,5.0
Turkish Airlines,Solo Leisure,July 2016,2,1,1,5,3,1.8888888888888888
Turkish Airlines,Family Leisure,July 2016,2,1,5,5,3,4.111111111111111
Turkish Airlines,Couple Leisure,February 2016,3,2,5,4,5,4.555555555555555
Turkish Airlines,Solo Leisure,May 2016,1,2,3,3,5,5.0
Turkish Airlines,Family Leisure,June 2016,3,1,3,3,5,4.555555555555555
Turkish Airlines,Couple Leisure,May 2016,1,1,3,4,5,5.0
Turkish Airlines,Couple Leisure,June 2016,2,3,1,2,5,4.111111111111111
Turkish Airlines,Family Leisure,May 2016,5,2,4,3,4,4.555555555555555
Turkish Airlines,Family Leisure,May 2016,4,2,5,3,5,4.555555555555555
Turkish Airlines,Solo Leisure,May 2016,1,1,5,2,5,4.111111111111111
Turkish Airlines,Solo Leisure,May 2016,3,1,2,3,5,5.0
Turkish Airlines,Family Leisure,February 2016,1,2,2,5,5,5.0
Turkish Airlines,Solo Leisure,April 2016,2,1,5,3,5,4.111111111111111
Turkish Airlines,Solo Leisure,May 2016,3,1,3,4,5,5.0
Turkish Airlines,Solo Leisure,April 2016,1,1,5,5,5,5.0
Turkish Airlines,Solo Leisure,April 2016,3,2,5,4,4,4.111111111111111
Turkish Airlines,Family Leisure,April 2016,1,5,4,4,5,4.111111111111111
Turkish Airlines,Solo Leisure,May 2015,2,4,3,5,3,1.8888888888888888
Turkish Airlines,Business,April 2016,1,5,5,1,2,1.8888888888888888
Turkish Airlines,Solo Leisure,March 2016,3,2,4,2,2,1.4444444444444444
Air France,Couple Leisure,February 2024,3,5,4,1,5,5.0
Air France,Couple Leisure,December 2023,5,1,5,5,1,1.4444444444444444
Air France,Couple Leisure,December 2023,1,2,2,2,1,1.4444444444444444
Air France,Solo Leisure,December 2023,2,5,4,1,2,2.7777777777777777
Air France,Couple Leisure,January 2024,1,3,5,2,2,3.666666666666666
Air France,Couple Leisure,January 2024,3,4,4,3,1,1.0
Air France,Solo Leisure,December 2023,5,2,1,2,5,4.555555555555555
Air France,Business,February 2023,1,1,3,4,1,1.0
Air France,Family Leisure,April 2023,1,3,2,1,1,1.0
Air France,Solo Leisure,December 2023,3,4,2,4,1,1.0
Air France,Solo Leisure,December 2023,3,4,1,1,3,3.666666666666666
Air France,Couple Leisure,November 2023,3,2,1,5,2,1.4444444444444444
Air France,Couple Leisure,November 2023,2,1,1,1,1,1.0
Air France,Family Leisure,September 2023,1,1,2,2,1,1.0
Air France,Couple Leisure,November 2023,1,1,5,3,2,1.4444444444444444
Air France,Business,November 2023,2,2,1,5,1,1.0
Air France,Couple Leisure,July 2023,4,2,1,4,1,1.0
Air France,Solo Leisure,November 2023,3,5,1,3,1,1.0
Air France,Couple Leisure,November 2023,4,1,1,3,2,1.8888888888888888
Air France,Solo Leisure,October 2023,1,4,2,4,1,1.0
Air France,Business,October 2023,1,2,1,3,2,1.8888888888888888
Air France,Couple Leisure,October 2023,2,4,1,2,1,1.8888888888888888
Air France,Solo Leisure,July 2023,3,2,3,5,4,2.7777777777777777
Air France,Solo Leisure,September 2023,1,3,1,4,1,1.8888888888888888
Air France,Family Leisure,September 2023,3,1,1,2,1,1.0
Air France,Family Leisure,June 2023,3,4,3,4,1,1.0
Air France,Solo Leisure,September 2023,3,5,4,4,4,3.666666666666666
Air France,Couple Leisure,September 2023,5,2,1,4,1,1.0
Air France,Solo Leisure,September 2023,3,2,2,3,4,3.666666666666666
Air France,Solo Leisure,September 2023,3,4,5,4,5,4.555555555555555
Air France,Business,September 2023,1,5,3,5,1,1.0
Air France,Couple Leisure,September 2023,2,1,5,1,3,2.333333333333333
Air France,Solo Leisure,August 2023,2,4,3,3,1,1.0
Air France,Couple Leisure,August 2023,3,5,5,1,4,4.555555555555555
Air France,Solo Leisure,September 2023,5,2,4,5,1,1.0
Air France,Solo Leisure,August 2023,3,1,4,2,2,1.4444444444444444
Air France,Couple Leisure,August 2023,4,5,2,4,5,4.555555555555555
Air France,Business,September 2023,5,5,3,5,1,1.4444444444444444
Air France,Solo Leisure,August 2023,5,4,4,1,5,5.0
Air France,Couple Leisure,August 2023,4,2,3,2,4,2.7777777777777777
Air France,Solo Leisure,August 2023,2,4,4,5,5,4.555555555555555
Air France,Solo Leisure,July 2023,4,3,5,1,2,1.4444444444444444
Air France,Solo Leisure,August 2023,4,5,2,1,3,1.0
Air France,Solo Leisure,August 2023,5,5,3,1,4,4.111111111111111
Air France,Solo Leisure,August 2023,5,5,2,3,1,1.0
Air France,Solo Leisure,July 2023,4,4,4,2,3,4.111111111111111
Air France,Couple Leisure,August 2023,3,3,2,5,4,4.555555555555555
Air France,Couple Leisure,July 2023,3,5,3,5,4,4.555555555555555
Air France,Solo Leisure,August 2023,3,1,1,1,5,5.0
Air France,Solo Leisure,July 2023,5,1,2,2,2,1.8888888888888888
Air France,Couple Leisure,June 2023,1,2,2,3,1,1.0
Air France,Couple Leisure,July 2023,4,5,1,1,4,3.2222222222222223
Air France,Family Leisure,July 2023,4,2,1,4,1,1.4444444444444444
Air France,Business,July 2023,4,1,1,2,5,5.0
Air France,Business,July 2023,1,2,1,1,5,5.0
Air France,Family Leisure,December 2022,1,2,2,3,1,1.0
Air France,Business,July 2023,1,2,1,3,1,1.0
Air France,Business,July 2023,3,5,1,2,1,1.0
Air France,Solo Leisure,June 2023,2,1,4,5,1,1.0
Air France,Couple Leisure,May 2023,2,1,4,4,1,1.0
Air France,Couple Leisure,May 2023,1,1,5,3,1,1.4444444444444444
Air France,Solo Leisure,May 2023,2,3,1,1,4,1.0
Air France,Solo Leisure,June 2023,3,4,3,5,1,1.4444444444444444
Air France,Couple Leisure,May 2023,3,5,4,4,3,2.7777777777777777
Air France,Couple Leisure,May 2023,3,3,5,4,5,2.7777777777777777
Air France,Couple Leisure,May 2023,2,4,3,5,5,4.555555555555555
Air France,Couple Leisure,May 2023,4,2,4,5,5,5.0
Air France,Solo Leisure,May 2023,2,1,1,3,2,1.4444444444444444
Air France,Business,May 2023,2,1,4,1,1,1.0
Air France,Couple Leisure,May 2023,1,5,1,3,1,1.0
Air France,Couple Leisure,May 2023,5,5,1,3,1,1.0
Air France,Solo Leisure,May 2023,2,4,5,1,1,1.0
Air France,Couple Leisure,May 2023,3,5,3,4,3,1.4444444444444444
Air France,Couple Leisure,April 2023,3,1,5,4,4,4.111111111111111
Air France,Couple Leisure,April 2023,4,5,4,5,4,4.111111111111111
Air France,Solo Leisure,April 2023,1,1,3,2,4,5.0
Air France,Couple Leisure,February 2023,4,1,5,5,1,1.0
Air France,Solo Leisure,March 2023,4,5,1,5,4,4.555555555555555
Air France,Solo Leisure,March 2023,1,5,2,1,2,1.8888888888888888
Air France,Business,March 2023,4,5,2,4,5,4.555555555555555
Air France,Solo Leisure,March 2023,3,5,5,1,3,1.8888888888888888
Air France,Business,March 2023,4,5,1,5,2,1.4444444444444444
Air France,Business,February 2023,4,4,2,4,5,5.0
Air France,Solo Leisure,December 2022,3,1,4,4,1,1.0
Air France,Solo Leisure,February 2023,4,1,3,4,3,4.111111111111111
Air France,Solo Leisure,January 2023,3,4,5,5,4,5.0
Air France,Solo Leisure,February 2023,1,5,4,1,5,4.111111111111111
Air France,Business,February 2023,1,4,5,2,4,4.111111111111111
Air France,Couple Leisure,January 2023,2,4,4,5,1,1.4444444444444444
Air France,Solo Leisure,January 2023,5,5,1,4,2,1.4444444444444444
Air France,Couple Leisure,October 2022,4,3,2,1,5,5.0
Air France,Couple Leisure,January 2023,4,3,4,4,2,1.4444444444444444
Air France,Family Leisure,November 2022,3,4,1,5,5,4.555555555555555
Air France,Solo Leisure,December 2022,3,5,1,1,5,5.0
Air France,Couple Leisure,January 2023,3,5,2,1,1,1.0
Air France,Couple Leisure,January 2023,4,5,1,1,1,1.4444444444444444
Air France,Solo Leisure,September 2022,3,5,4,5,3,1.8888888888888888
Air France,Solo Leisure,November 2022,2,5,5,1,5,4.555555555555555
Air France,Business,November 2022,4,1,4,1,5,5.0
Air France,Solo Leisure,November 2022,3,1,1,2,5,4.111111111111111
Air France,Couple Leisure,November 2022,4,5,5,4,5,4.111111111111111
Air France,Business,August 2022,2,2,2,4,1,1.4444444444444444
Air France,Couple Leisure,October 2022,4,3,5,4,5,4.555555555555555
Air France,Couple Leisure,May 2022,5,3,1,3,1,1.0
Air France,Business,October 2022,3,5,4,3,2,3.2222222222222223
Air France,Family Leisure,October 2022,3,2,3,5,5,4.111111111111111
Air France,Couple Leisure,October 2022,2,5,1,2,1,1.4444444444444444
Air France,Couple Leisure,September 2022,4,5,5,5,2,1.0
Air France,Business,October 2022,3,1,2,3,1,1.0
Air France,Business,October 2022,5,2,5,2,5,4.555555555555555
Air France,Solo Leisure,October 2022,3,2,1,3,1,1.4444444444444444
Air France,Solo Leisure,September 2022,4,5,3,3,5,5.0
Air France,Couple Leisure,October 2022,2,1,5,4,5,4.555555555555555
Air France,Couple Leisure,October 2022,3,1,4,2,1,1.4444444444444444
Air France,Business,September 2022,1,3,3,1,1,1.0
Air France,Solo Leisure,July 2022,1,3,1,3,1,1.0
Air France,Couple Leisure,January 2022,3,5,5,4,1,1.0
Air France,Couple Leisure,September 2022,2,5,5,1,5,3.666666666666666
Air France,Business,September 2022,5,1,1,1,1,1.4444444444444444
Air France,Solo Leisure,September 2022,5,1,1,3,4,4.555555555555555
Air France,Solo Leisure,August 2022,5,3,5,5,1,1.0
Air France,Business,April 2022,2,5,1,4,1,1.0
Air France,Business,August 2022,4,1,1,5,5,5.0
Air France,Couple Leisure,August 2022,1,1,1,4,1,1.0
Air France,Solo Leisure,July 2022,5,1,3,4,1,1.0
Air France,Family Leisure,July 2022,3,1,1,4,4,3.2222222222222223
Air France,Business,December 2021,1,5,5,4,2,3.2222222222222223
Air France,Family Leisure,August 2022,1,5,4,5,1,1.0
Air France,Couple Leisure,July 2022,1,1,2,4,5,4.555555555555555
Air France,Couple Leisure,August 2022,1,4,1,4,1,1.0
Air France,Business,June 2022,4,2,4,2,2,1.0
Air France,Solo Leisure,June 2022,1,5,3,3,1,1.0
Air France,Solo Leisure,July 2022,4,5,4,2,1,1.0
Air France,Family Leisure,July 2022,2,3,3,2,1,1.0
Air France,Couple Leisure,June 2022,1,1,1,5,2,1.0
Air France,Solo Leisure,July 2022,5,1,5,4,5,5.0
Air France,Couple Leisure,July 2022,3,1,5,5,5,4.555555555555555
Air France,Solo Leisure,May 2022,2,1,5,5,1,1.0
Air France,Couple Leisure,June 2022,1,1,1,4,5,3.666666666666666
Air France,Family Leisure,June 2022,2,2,1,4,2,1.8888888888888888
Air France,Solo Leisure,July 2022,3,2,3,2,1,1.0
Air France,Couple Leisure,July 2022,1,5,1,5,1,1.0
Air France,Business,July 2022,3,4,3,4,1,1.4444444444444444
Air France,Business,July 2022,1,5,1,3,1,1.0
Air France,Solo Leisure,July 2022,1,3,3,1,1,1.0
Air France,Couple Leisure,June 2022,5,1,1,3,1,1.0
Air France,Family Leisure,July 2022,4,4,1,4,1,1.0
Air France,Solo Leisure,June 2022,1,4,5,1,1,1.0
Air France,Solo Leisure,July 2022,1,5,2,3,3,2.7777777777777777
Air France,Couple Leisure,June 2022,3,1,1,4,1,1.0
Air France,Business,June 2022,4,5,4,3,1,1.0
Air France,Couple Leisure,June 2022,1,5,3,1,5,4.555555555555555
Air France,Solo Leisure,June 2022,4,5,1,3,2,1.8888888888888888
Air France,Couple Leisure,June 2022,3,5,1,5,1,1.0
Air France,Couple Leisure,June 2022,2,1,4,1,1,1.0
Air France,Business,June 2022,5,1,1,4,3,2.7777777777777777
